temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth,generated_power_kw,location,latitude,longitude
12.35,67,1023.1,0.0,0.0,30.0,100,0,10,278.57,24.57,309.05,29.69,309.09,24.57,309.05,29.88,110.79766,109.958,216.3338,288.35628,"Yeyik, Xinjiang Uygur Zizhiqu",35.8115,82.9717
6.07,89,1025.9,0.0,0.0,100.0,0,100,100,0.0,10.99,301.61,17.97,302.74,12.48,303.23,18.0,59.840704,73.293908,116.23733,758.63765,"Wutumeiren, Qinghai Sheng",35.6384,92.748
7.43,84,1025.7,0.0,0.0,100.0,0,20,100,42.72,11.81,307.57,12.98,313.88,11.72,312.51,16.56,44.991287,63.710982,128.46874,1210.4983,"Leh, Kashmir",34.8294,78.9824
10.23,71,1025.7,0.0,0.0,25.0,0,0,25,216.27,11.81,307.57,12.82,308.16,11.53,308.66,15.48,30.152587,55.780064,143.05771,1167.5445,"Maindong, Tibet Autonomous Region",31.6212,85.8814
12.88,58,1024.5,0.0,0.0,29.0,17,0,29,434.32,12.6,306.87,13.39,306.25,12.31,307.87,15.84,15.441442,50.382831,160.40434,1355.6717,"Paharpur, Khyber Pakhtunkhwa",32.2117,70.8562
14.75,48,1023.4,0.0,0.0,100.0,100,36,100,550.02,15.07,310.16,16.36,309.64,14.53,311.99,18.0,5.1788282,48.411845,179.80409,1745.4971,"Ahraura, Uttar Pradesh",24.9109,82.9267
14.9,51,1023.7,0.0,0.0,30.0,100,0,0,614.1,18.44,321.34,19.68,320.19,17.94,321.52,20.16,15.148517,50.2779,199.23724,1377.0492,"Kolaras, Madhya Pradesh",25.1953,77.7341
15.62,51,1022.9,0.0,0.0,30.0,100,0,0,642.58,18.34,316.59,19.35,315.0,17.57,315.83,20.88,29.854184,55.589638,216.66045,1995.1997,"Chilas, Gilgit-Baltistan",35.5767,74.0203
16.28,52,1022.7,0.0,0.0,30.0,100,0,0,620.33,17.38,309.96,18.16,309.37,16.6,310.6,20.16,44.694651,63.459604,231.3306,1535.1652,"Tindivanam, Tamil Nadu",12.3452,79.6482
16.57,53,1022.1,0.0,0.0,30.0,100,0,0,545.57,18.72,307.97,20.09,306.25,18.0,306.87,21.6,59.548279,73.001165,243.62886,905.77123,"Nur, Xinjiang Uygur Zizhiqu",35.5383,81.0061
16.1,56,1022.2,0.0,0.0,30.0,100,0,0,429.87,21.39,306.1,23.77,305.13,20.88,305.88,22.32,74.218732,83.395289,254.24295,86.759195,"Seohara, Uttar Pradesh",29.1802,78.5946
14.78,64,1022.7,0.0,0.0,10.5,35,0,0,284.8,21.97,304.99,26.56,302.83,22.37,303.18,26.64,110.88686,109.65239,216.38789,144.65972,"Kavaratti, Laccadives",9.9934,74.0427
4.4,84,1026.6,0.0,0.0,1.0,0,1,0,0.0,9.69,254.93,20.32,277.13,13.0,265.24,23.4,59.797326,72.984892,116.00161,734.29853,"Sittwe, Rakhine",17.7585,90.1099
6.79,76,1026.3,0.0,0.0,0.0,0,0,0,95.23,7.34,258.69,15.94,276.48,7.21,267.14,22.68,44.933901,63.377801,128.25811,1543.786,"Bamboo Flat, Andaman and Nicobar Islands",12.6785,92.8083
11.78,60,1024.9,0.0,0.0,0.0,0,0,0,283.02,7.86,285.95,9.03,293.5,7.09,293.96,14.4,30.075543,55.420508,142.89896,2325.0675,"Nirmali, Bihar",26.2157,86.5201
14.83,45,1024.2,0.0,0.0,10.0,0,10,0,441.44,13.38,293.81,16.65,291.57,13.71,293.2,18.72,15.316654,50.003562,160.33962,2678.9464,"Afzalgarh, Uttar Pradesh",29.5545,78.6045
16.24,40,1024.0,0.0,0.0,0.0,0,0,0,534.89,16.61,299.9,17.56,298.14,15.5,300.74,23.76,4.9260227,48.032394,179.86858,2850.3126,"Aduo, Qinghai Sheng",33.4977,93.5856
16.71,50,1023.6,0.0,0.0,2.0,0,2,0,638.13,18.34,316.59,18.58,315.78,17.34,318.37,27.72,15.118589,49.923024,199.4237,2484.5189,"Salumbar, Rajasthan",23.999,73.9506
16.95,51,1023.5,0.0,0.0,0.0,0,0,0,675.51,18.86,318.09,19.35,316.51,17.85,318.27,28.44,29.875213,55.274224,216.92444,2129.886,"Shanjeev Home, Eastern Province",8.3058,87.297
17.0,49,1023.5,0.0,0.0,0.0,0,0,0,650.59,18.86,318.09,19.86,315.0,18.08,315.81,28.8,44.796586,63.221041,231.68366,494.96428,"Sittwe, Rakhine",19.2829,91.3683
16.58,51,1023.2,0.0,0.0,92.0,0,92,1,555.36,19.37,318.01,20.36,315.0,18.58,315.78,25.92,59.603128,72.758443,243.93988,415.2075,"Bamboo Flat, Andaman and Nicobar Islands",13.0276,89.0258
15.8,53,1023.1,0.0,0.0,100.0,0,100,0,369.35,18.58,315.78,19.86,313.53,17.82,315.0,28.08,74.28862,83.179117,254.55933,56.929919,"Suratgarh, Rajasthan",29.4541,73.8498
7.58,99,1024.1,0.0,0.0,63.0,0,0,63,0.0,3.1,215.54,4.83,206.57,3.89,213.69,6.48,59.877091,72.759781,115.67333,158.79974,"Satara, Maharashtra",17.557,73.9045
8.37,92,1024.5,0.0,0.0,100.0,0,0,100,82.77,3.1,234.46,4.35,245.56,3.56,225.0,9.36,44.954645,63.088927,127.97706,390.1007,"Faisalabad, Punjab",31.4384,73.0392
10.86,79,1024.5,0.0,0.0,36.0,0,10,36,275.9,2.28,341.57,2.1,329.04,2.1,329.04,8.64,30.000599,55.058654,142.74021,745.79267,"Islamkot, Sindh",24.7617,70.908
13.38,68,1023.5,0.0,0.0,0.0,0,0,0,428.09,6.12,360.0,6.48,360.0,6.48,360.0,9.0,15.198496,49.622146,160.27635,1905.4306,"Begamganj, Madhya Pradesh",23.4956,78.2203
14.96,62,1023.0,0.0,0.0,66.0,0,10,66,550.02,9.0,360.0,9.0,360.0,9.0,360.0,19.44,4.6871001,47.651298,179.93674,2529.1166,"Farkhar, Takhar",36.5551,70.1019
15.81,61,1023.5,0.0,0.0,67.0,0,0,67,623.0,12.61,1.64,12.65,4.9,12.32,6.71,22.68,15.100744,49.56737,199.61539,2227.0099,"Bamboo Flat, Andaman and Nicobar Islands",13.1243,90.3913
14.62,72,1023.2,0.0,0.0,100.0,0,0,100,572.27,14.11,354.14,13.76,353.99,13.0,355.24,11.52,29.902845,54.958868,217.19371,1586.9667,"Vavuniya, Northern Province",8.6033,80.4708
14.77,68,1023.1,0.0,0.0,61.0,0,10,61,527.77,12.3,339.44,11.77,336.57,10.97,336.8,25.2,44.789944,62.910944,231.94588,2164.8406,"Ramnagar, Bihar",27.054,84.4728
16.19,54,1022.5,0.0,0.0,0.0,0,0,0,570.49,12.66,345.17,12.5,348.37,11.66,351.12,25.56,59.661611,72.516417,244.25455,692.53553,"Narharpur, Chhattisgarh",20.2169,81.8137
15.49,58,1022.1,0.0,0.0,24.0,0,0,24,453.01,14.8,341.57,14.8,341.57,14.0,342.03,28.44,74.482955,83.052225,254.96237,89.372797,"Port Blair, Andaman and Nicobar Islands",8.4689,92.1497
3.63,92,1030.3,0.0,0.0,100.0,4,0,100,0.0,19.56,12.76,24.63,15.26,20.0,13.54,29.88,73.681505,82.306591,105.42855,75.66761,"Kultali, West Bengal",20.3229,88.6701
3.14,92,1031.9,0.0,0.0,100.0,0,0,100,0.0,22.35,14.93,28.58,19.12,21.66,15.42,26.64,59.70866,72.359527,115.52907,313.16457,"Hakha, Chin",21.6529,93.7687
3.43,88,1032.6,0.0,0.0,100.0,1,0,100,48.95,23.84,25.02,28.34,27.22,23.84,25.02,27.72,44.820323,62.7045,127.83549,713.35139,"Kadayanallur, Tamil Nadu",9.0579,77.3766
5.06,80,1033.0,0.0,0.0,100.0,0,0,100,243.86,23.77,32.01,27.06,33.06,23.77,32.01,28.08,29.927938,54.694635,142.58141,1286.2453,"Kandra, Jharkhand",22.8354,86.114
6.27,72,1032.9,0.0,0.0,0.0,0,0,0,458.35,21.49,31.29,23.47,32.47,20.87,32.32,26.28,15.087446,49.238705,160.21447,1938.8014,"Port Blair, Andaman and Nicobar Islands",9.7307,95.2313
7.57,64,1032.4,0.0,0.0,26.0,0,0,26,601.64,21.92,29.51,23.71,30.07,21.92,29.51,25.56,4.4647319,47.268669,180.00852,3036.9697,"Tumsar, Maharashtra",21.2169,79.944
9.1,56,1031.8,0.0,0.0,0.0,0,0,0,680.85,25.32,29.85,28.09,30.84,25.5,30.55,31.32,15.095165,49.211042,199.81225,2999.3172,"Yoiqag, Tibet Autonomous Region",30.2793,91.6637
9.81,48,1030.9,0.0,0.0,0.0,0,0,0,713.78,24.15,26.57,26.41,27.61,23.83,26.95,30.96,29.937049,54.643658,217.46819,2746.2333,"Tekkali, Andhra Pradesh",18.541,84.1285
10.16,43,1032.0,0.0,0.0,0.0,0,0,0,687.97,25.28,28.02,28.04,29.2,25.77,28.35,34.2,44.831759,62.635229,232.24054,2275.757,"Kavaratti, Laccadives",11.2268,73.896
9.69,43,1031.1,0.0,0.0,0.0,0,0,0,606.09,27.11,30.31,30.19,30.85,27.11,30.31,32.76,59.723652,72.275127,244.57276,996.76998,"Gudari, Odisha",19.607,83.8978
8.71,44,1031.7,0.0,0.0,0.0,0,0,0,480.6,27.66,34.93,31.76,35.31,28.17,35.11,33.12,74.558282,82.836964,255.28463,110.45111,"Samastipur, Bihar",25.9798,85.7571
-3.9,94,1040.4,0.0,0.0,100.0,0,0,100,0.0,13.39,53.75,20.38,57.99,16.28,54.9,37.44,74.155597,82.382876,104.83297,12.902924,"Qimantage, Heilongjiang Sheng",35.2498,89.4478
-4.23,94,1040.7,0.0,0.0,100.0,0,0,100,0.89,11.59,53.84,18.04,61.39,14.08,57.53,22.68,59.663593,72.043465,115.2922,206.17519,"Cuozheqiangma, Hebei",33.7304,88.3247
-2.53,78,1039.2,0.0,0.0,3.9,13,0,0,122.82,12.6,53.13,18.4,59.42,14.19,54.29,29.16,44.764396,62.36466,127.62341,798.55111,"Mymensingh, Dhaka",24.58,90.4481
0.9,55,1038.7,0.0,0.0,3.6,12,0,0,322.18,18.36,48.18,21.44,49.09,19.88,47.94,22.68,29.857741,54.328586,142.4225,1915.7382,"Maddur, Karnataka",12.5801,77.0306
3.74,42,1036.3,0.0,0.0,1.2,4,0,0,490.39,16.64,51.15,18.16,50.63,16.87,50.19,23.4,14.98398,48.85336,160.15391,2849.3513,"Bhamo, Kachin",24.8379,96.907
6.1,38,1033.8,0.0,0.0,0.3,1,0,0,619.44,14.06,50.19,15.07,49.84,14.02,48.12,16.56,4.2621629,46.884618,180.08388,3049.4668,"Yarada, Andhra Pradesh",13.6823,86.2145
7.37,35,1035.5,0.0,0.0,0.0,0,0,0,692.42,22.42,60.14,24.65,61.19,23.22,60.26,29.16,15.101978,48.85414,200.01424,3000.4989,"Itanagar, Arunachal Pradesh",27.0877,93.5192
8.48,34,1034.1,0.0,0.0,0.0,0,0,0,722.68,21.25,63.87,23.19,64.23,21.73,63.43,27.72,29.977784,54.328675,217.7478,2739.6307,"Kankauli, Maharashtra",16.3928,73.9097
9.41,33,1032.7,0.0,0.0,0.0,0,0,0,694.2,19.01,65.38,20.0,66.67,18.68,64.92,25.56,44.886703,62.361711,232.55259,2242.1163,"Kirandul, Chhattisgarh",18.7793,81.104
9.8,33,1031.9,0.0,0.0,0.0,0,0,0,609.65,18.71,59.98,20.29,62.53,19.02,60.52,24.48,59.789172,72.034608,244.89439,998.95833,"Yanam, Andhra Pradesh",13.4805,85.1066
9.46,34,1032.0,0.0,0.0,0.0,0,0,0,481.49,20.01,59.74,21.92,60.49,20.19,58.86,23.4,74.636092,82.622047,255.60962,123.13811,"Dumra, Bihar",26.6699,85.6061
-0.21,19,1034.0,0.0,0.0,0.0,0,0,0,0.0,13.7,176.99,24.14,177.44,16.7,172.57,18.36,74.595199,82.433235,104.26066,293.74976,"Taungdwingyi, Magway",20.3385,95.3664
0.14,19,1033.9,0.0,0.0,0.0,0,0,0,1.78,13.68,178.49,25.26,175.91,16.3,173.66,18.72,59.618188,71.725341,115.05492,952.55831,"Soro, Odisha",21.56,86.2215
3.45,23,1033.6,0.0,0.0,0.0,0,0,0,121.04,11.89,181.74,22.68,179.09,11.52,180.0,18.0,44.709221,62.022882,127.41077,1766.8851,"Kattivakkam, Tamil Nadu",13.7589,82.4271
7.73,22,1032.0,0.0,0.0,0.0,0,0,0,315.06,13.32,178.45,16.95,176.35,14.42,177.14,16.2,29.790187,53.960639,142.2634,2419.4932,"Malvan, Maharashtra",15.0893,71.6583
10.64,20,1030.2,0.0,0.0,0.0,0,0,0,485.05,13.56,169.29,16.45,169.92,14.26,169.82,15.48,14.888563,48.466234,160.0946,2746.9364,"Jiding, Tibet Autonomous Region",29.6439,88.5496
12.72,17,1029.8,0.0,0.0,0.0,0,0,0,618.55,14.12,160.64,16.52,163.54,14.69,162.9,15.48,4.0875217,46.499832,180.1684,2922.9944,"Dagur, Qinghai Sheng",35.7003,95.7347
14.14,20,1029.5,0.0,0.0,0.0,0,0,0,696.87,22.38,168.87,25.63,169.48,22.67,169.94,22.68,15.244918,48.524444,200.3846,2874.0353,"Luring, Tibet Autonomous Region",33.1052,84.271
15.06,19,1028.6,0.0,0.0,0.0,0,0,0,725.35,21.19,170.22,23.32,171.12,20.42,170.87,21.24,30.024997,54.014002,218.03245,2640.6783,"Qazigund, Kashmir",33.5163,75.0895
15.71,18,1028.9,0.0,0.0,0.0,0,0,0,696.87,20.67,173.0,23.18,173.76,20.63,173.99,20.16,44.94615,62.088928,232.86884,2193.5643,"Srikakulam, Andhra Pradesh",16.1084,85.6108
15.79,18,1028.3,0.0,0.0,0.0,0,0,0,614.99,19.49,175.76,22.01,176.25,19.11,176.76,19.44,59.858086,71.794895,245.21932,984.0998,"Sriperumbudur, Tamil Nadu",13.0318,79.8241
15.37,20,1028.0,0.0,0.0,0.0,0,0,0,487.72,17.7,175.33,20.21,175.91,17.34,175.24,17.28,74.716312,82.407517,255.93721,128.36806,"Jamda, Tibet Autonomous Region",31.4527,94.4034
3.02,42,1032.2,0.0,0.0,0.0,0,0,0,0.0,11.21,185.53,9.69,201.8,14.76,180.0,6.48,74.561315,82.134259,104.01121,279.15599,"Luring, Tibet Autonomous Region",33.4805,85.5613
3.41,39,1032.0,0.0,0.0,0.0,0,0,0,1.78,9.57,199.8,6.79,212.01,10.48,195.95,5.4,59.572554,71.4053,114.81719,951.87368,"Skardu, Gilgit-Baltistan",35.5603,75.476
5.76,38,1031.7,0.0,0.0,0.0,0,0,0,125.49,6.99,214.51,4.69,237.53,5.62,219.81,1.44,44.65493,61.679309,127.19752,1788.1319,"Rapar, Gujarat",23.5031,70.6525
9.87,34,1030.3,0.0,0.0,0.0,0,0,0,317.73,2.28,251.57,2.52,270.0,2.16,270.0,5.04,29.681165,53.571277,142.15411,2405.8256,"Satana, Maharashtra",20.9667,74.2682
13.54,30,1029.6,0.0,0.0,0.0,0,0,0,485.05,7.24,26.57,8.09,32.28,7.41,29.05,8.28,14.801651,48.077448,160.03647,2705.2294,"Mawlaik, Sagain",23.9382,94.8983
14.88,32,1028.7,0.0,0.0,0.0,0,0,0,614.99,11.02,38.37,11.97,43.78,11.21,42.4,12.6,3.8903824,46.109054,180.40001,2822.5712,"Pathein, Ayeyarwady",14.9423,92.3646
17.26,24,1027.9,0.0,0.0,0.0,0,0,0,699.54,6.3,30.96,6.13,40.24,6.13,40.24,8.28,15.066657,48.115082,200.32211,2800.9035,"Jakar, Bumthang",27.4222,90.9948
18.15,24,1027.6,0.0,0.0,0.0,0,0,0,727.13,7.15,49.09,7.49,54.78,7.2,53.13,10.08,30.078623,53.699719,218.32207,2545.2561,"Narasannapeta, Andhra Pradesh",16.0423,86.3378
18.76,24,1027.2,0.0,0.0,0.0,0,0,0,696.87,7.9,59.93,8.53,62.35,8.22,61.19,11.88,45.010024,61.816933,233.18916,2120.9897,"Yarada, Andhra Pradesh",14.0826,85.9906
18.99,24,1025.8,0.0,0.0,0.0,0,0,0,612.32,6.83,71.57,7.86,74.05,7.86,74.05,11.88,59.930307,71.556018,245.54742,972.16769,"Kattivakkam, Tamil Nadu",13.1939,82.7259
18.72,23,1026.2,0.0,0.0,0.0,0,0,0,486.83,5.86,79.38,6.57,80.54,6.64,77.47,10.44,74.809119,82.201162,256.27389,140.21872,"Yanam, Andhra Pradesh",14.6456,83.741
5.23,62,1027.8,0.0,0.0,5.7,19,0,0,0.0,7.39,226.97,5.82,21.8,8.89,238.24,9.72,74.526209,81.832922,103.76167,262.79406,"Teknaf, Chittagong",20.536,92.2719
5.38,61,1027.9,0.0,0.0,3.9,13,0,0,3.56,6.64,229.4,6.92,27.9,7.73,242.24,10.08,59.541531,71.094325,114.56887,942.49016,"Mangrol, Rajasthan",25.2966,76.8828
8.38,54,1027.8,0.0,0.0,0.9,3,0,0,139.73,3.62,264.29,8.31,17.65,5.05,274.09,10.44,44.601652,61.334083,126.98361,1761.0983,"Sorada, Odisha",19.7394,84.1226
13.24,44,1026.8,0.0,0.0,8.4,28,0,0,329.3,6.16,353.29,7.28,8.53,6.85,356.99,11.52,29.663712,53.219596,141.94437,2330.1819,"Dawei, Tanintharyi",13.6527,95.8893
14.54,37,1025.9,0.0,0.0,4.2,14,0,0,493.06,12.37,8.37,12.78,9.73,12.07,10.3,15.48,14.723681,47.687125,159.97943,2697.1626,"Saiha, Mizoram",22.3473,93.2712
15.41,33,1025.4,0.0,0.0,2.4,8,0,0,621.22,16.45,10.08,17.16,9.66,16.1,10.3,18.36,3.8204094,45.725039,180.33094,2923.0258,"Bhag, Balochistan",29.1679,68.4482
15.93,25,1025.0,0.0,0.0,1.8,6,0,0,706.66,19.84,11.51,21.4,12.63,19.56,12.76,21.96,15.19724,47.780988,200.65048,2888.6197,"Zhadong, Tibet Autonomous Region",30.4626,84.4018
16.43,24,1024.5,0.0,0.0,0.0,0,0,0,737.81,20.73,20.32,22.13,21.97,20.19,21.99,23.4,30.138588,53.385904,218.61655,2617.3262,"Araria, Bihar",26.3449,87.5249
16.71,23,1023.9,0.0,0.0,0.0,0,0,0,712.0,21.19,20.9,22.8,21.3,20.86,21.25,23.04,45.078239,61.545779,233.51344,2146.9767,"Jasdan, Gujarat",21.9824,71.2793
16.63,24,1023.6,0.0,0.0,0.0,0,0,0,629.23,21.53,20.56,23.6,21.48,21.53,20.56,24.12,60.005743,71.318008,245.87856,1074.9995,"Zhadong, Tibet Autonomous Region",30.4117,84.0129
16.2,26,1023.1,0.0,0.0,0.0,0,0,0,499.29,19.34,24.18,21.58,25.71,19.16,25.6,23.04,74.864627,81.965937,256.58624,219.21004,"Bidar, Karnataka",17.8705,77.6703
15.18,30,1022.6,0.0,0.0,0.0,0,0,0,329.3,16.1,26.57,19.97,27.95,16.9,26.57,19.44,85.185592,89.514217,263.67199,0.996,"Pathein, Ayeyarwady",16.3365,94.8101
3.68,60,1027.4,0.0,0.0,3.3,11,0,0,0.0,9.42,223.45,3.67,258.69,10.46,229.18,7.56,74.490011,81.529413,103.51203,310.05984,"Koramlik, Xinjiang Uygur Zizhiqu",36.3927,86.8001
3.87,59,1027.5,0.0,0.0,0.0,0,0,0,4.45,9.93,223.53,5.48,246.8,11.25,230.19,8.64,59.481056,70.760052,114.34031,1030.0652,"Bhim Tal, Uttarakhand",29.3776,79.7215
6.93,53,1027.3,0.0,0.0,0.0,0,0,0,138.84,7.93,219.47,6.29,246.37,7.65,228.81,6.84,44.549519,60.987349,126.76898,1834.6125,"Akbarpur, Uttar Pradesh",26.3441,80.0445
11.5,42,1026.2,0.0,0.0,0.0,0,0,0,333.75,5.19,236.31,6.44,243.43,4.83,243.43,9.72,29.605133,52.846771,141.78428,2424.6642,"Cuozheqiangma, Hebei",34.6495,89.3799
14.39,28,1024.7,0.0,0.0,1.2,4,0,0,507.3,1.44,270.0,2.16,270.0,2.16,270.0,4.68,14.655065,47.295387,159.92342,2605.223,"Padam, Kashmir",33.1725,76.6269
16.39,21,1024.2,0.0,0.0,28.8,96,0,0,627.45,4.1,15.26,4.21,19.98,3.88,21.8,5.4,3.7553228,45.336401,180.4201,2909.6684,"Padam, Kashmir",33.1821,77.3479
17.58,19,1024.2,0.0,0.0,0.0,0,0,0,719.12,10.14,353.88,10.09,357.95,9.72,360.0,10.08,15.253809,47.42278,200.87246,2774.5503,"Kavaratti, Laccadives",13.4102,70.05
18.21,19,1023.4,0.0,0.0,0.0,0,0,0,745.82,11.54,356.42,11.9,356.53,11.17,358.15,10.08,30.204805,53.072632,218.91581,2511.2375,"Leh, Kashmir",34.4474,77.2615
18.47,20,1023.7,0.0,0.0,0.0,0,0,0,715.56,13.34,356.91,13.32,358.45,12.6,360.0,11.88,45.150707,61.275516,233.84157,2140.0965,"Manvi, Karnataka",16.1108,76.9
18.28,22,1023.5,0.0,0.0,0.0,0,0,0,630.12,15.48,358.67,16.2,1.27,15.12,1.36,12.96,60.0843,71.080891,246.21261,1071.7122,"Maindong, Tibet Autonomous Region",31.0783,84.6535
17.72,22,1023.1,0.0,0.0,0.0,0,0,0,501.07,16.2,1.27,17.65,2.34,16.24,3.81,14.76,74.970634,81.766611,256.93429,141.87328,"Kavaratti, Laccadives",13.7675,69.5015
4.41,47,1027.6,0.0,0.0,0.0,0,0,0,0.0,8.89,211.76,2.19,260.54,9.5,217.3,3.24,74.452852,81.223917,103.26228,276.98497,"Sakti, Chhattisgarh",22.2931,82.9964
4.58,47,1028.4,0.0,0.0,0.0,0,0,0,5.34,9.5,217.3,5.62,230.19,10.23,219.29,6.48,59.435416,70.435138,114.10111,1050.2024,"Arambol, Goa",15.4368,72.983
7.51,44,1028.0,0.0,0.0,0.0,0,0,0,142.4,8.21,217.87,8.71,231.71,7.42,219.09,3.96,44.498659,60.639248,126.5536,1870.1204,"Nur, Xinjiang Uygur Zizhiqu",36.2119,81.2322
11.7,40,1026.9,0.0,0.0,0.0,0,0,0,336.42,5.62,230.19,6.41,231.84,5.99,237.26,3.96,29.549884,52.47259,141.62372,2429.165,"Paradip Garh, Odisha",19.9992,86.46
15.06,34,1025.9,0.0,0.0,0.0,0,0,0,505.52,0.72,270.0,0.72,270.0,0.72,270.0,4.32,14.596189,46.902355,159.86835,2704.2585,"Mangrol, Gujarat",19.7715,68.4741
16.48,29,1024.7,0.0,0.0,0.0,0,0,0,637.24,2.19,350.54,1.84,348.69,1.44,360.0,5.04,3.7667248,44.946888,180.51258,2771.6524,"Jamalpur, Dhaka",25.0269,89.8584
18.29,25,1024.7,0.0,0.0,0.0,0,0,0,713.78,5.94,14.04,5.59,14.93,5.59,14.93,5.4,15.322585,47.064488,201.09931,2766.9008,"Gongbuxue, Tibet Autonomous Region",28.7205,91.1788
19.15,25,1024.7,0.0,0.0,0.0,0,0,0,739.59,7.64,8.13,7.28,8.53,6.92,8.97,6.84,30.277181,52.759978,219.21976,2574.2355,"Mahbubabad, Telangana",17.5795,79.8307
19.58,25,1024.4,0.0,0.0,0.0,0,0,0,708.44,8.28,360.0,8.28,360.0,7.92,360.0,8.28,45.227332,61.006193,234.17341,2135.084,"Guhagar, Maharashtra",17.2114,71.8876
19.55,26,1023.5,0.0,0.0,0.0,0,0,0,623.0,9.73,357.88,9.73,357.88,9.36,360.0,9.72,60.16588,70.844693,246.54945,1018.289,"Jaypur, Odisha",18.7231,82.5582
19.08,27,1023.8,0.0,0.0,0.0,0,0,0,493.95,10.82,356.19,11.17,358.15,10.44,360.0,11.52,75.059675,81.553972,257.27098,155.41676,"Jaisalmer, Rajasthan",26.834,70.138
4.4,71,1028.3,0.0,0.0,1.2,4,0,0,0.0,7.7,217.41,5.09,8.13,8.4,223.26,2.88,74.414855,80.916614,103.01241,295.74341,"Batticaloa, Eastern Province",10.4345,86.2372
4.4,69,1029.0,0.0,0.0,0.0,0,0,0,6.23,8.59,213.02,1.61,26.57,9.29,215.54,1.44,59.389997,70.108894,113.86137,1032.6548,"Kashmor, Sindh",28.244,69.4966
7.51,59,1028.8,0.0,0.0,0.0,0,0,0,146.85,6.61,209.36,1.08,180.0,5.8,209.74,2.16,44.449197,60.289928,126.3374,1820.7111,"Bacun, Tibet Autonomous Region",29.3272,92.9038
11.72,48,1027.4,0.0,0.0,0.0,0,0,0,339.98,1.48,194.04,2.19,189.46,1.44,180.0,1.08,29.498123,52.097192,141.46259,2355.2314,"Bannu, Khyber Pakhtunkhwa",32.9534,70.4432
14.42,38,1026.3,0.0,0.0,0.0,0,0,0,508.19,1.8,360.0,1.14,18.43,1.3,33.69,6.12,14.547402,46.508153,159.81414,2666.7428,"Sandila, Uttar Pradesh",27.1254,80.6292
16.2,33,1026.1,0.0,0.0,0.0,0,0,0,639.02,4.69,4.4,3.98,5.19,4.02,10.3,8.28,3.849398,44.556609,180.60831,2820.1406,"Amalapuram, Andhra Pradesh",16.1401,82.3772
17.27,26,1024.7,0.0,0.0,0.0,0,0,0,722.68,10.85,354.29,10.85,354.29,10.45,358.03,11.52,15.403369,46.706206,201.33094,2791.1566,"Mathba, Barisal",20.1346,89.7461
18.03,24,1024.4,0.0,0.0,0.0,0,0,0,750.27,11.18,356.31,11.18,356.31,10.8,360.0,12.24,30.355612,52.448016,219.52829,2574.2649,"Kavaratti, Laccadives",9.9607,69.6253
18.43,24,1024.0,0.0,0.0,0.0,0,0,0,720.9,10.45,1.97,10.09,2.05,9.75,4.24,11.16,45.308018,60.737858,234.50885,1970.0668,"Bhojpur, Eastern Region",27.4418,86.8858
18.45,24,1023.2,0.0,0.0,0.0,0,0,0,636.35,10.11,4.09,10.14,6.12,9.47,8.75,11.88,60.250383,70.60944,246.88895,890.54546,"Katihar, Bihar",25.4631,87.3884
18.12,24,1023.1,0.0,0.0,0.0,0,0,0,507.3,9.01,2.29,8.67,4.76,8.35,7.43,11.16,75.150699,81.341874,257.60962,201.97139,"Kalmunai, Eastern Province",8.5301,84.5197
17.24,27,1023.4,0.0,0.0,0.0,0,0,0,338.2,7.57,2.73,7.59,5.44,7.24,5.71,9.36,85.041882,88.626427,264.3594,3.1634921,"Maindong, Tibet Autonomous Region",32.809,85.631
4.92,51,1023.8,0.0,0.0,24.6,82,0,0,0.0,10.23,219.29,11.99,221.35,10.97,221.01,9.72,74.252706,80.51616,102.84638,316.75294,"Dawei, Tanintharyi",14.2319,96.2963
5.13,51,1023.8,0.0,0.0,24.6,82,0,0,8.9,9.79,216.03,12.23,227.39,11.3,217.23,9.72,59.344908,69.781467,113.62107,1119.0581,"Pyapon, Ayeyarwady",15.2031,96.2998
8.26,47,1022.3,0.0,0.0,15.3,51,0,0,161.09,7.59,211.43,12.29,238.17,6.79,212.01,8.28,44.401257,59.939531,126.12035,1684.25,"Islamkot, Sindh",24.2459,70.0303
12.72,40,1022.3,0.0,0.0,2.1,7,0,0,352.44,5.01,248.96,6.29,256.76,5.59,255.07,6.84,29.450006,51.720713,141.30083,2025.6491,"Jiajuedibu, Tibet Autonomous Region",30.7288,87.5857
15.51,33,1020.5,0.0,0.0,0.0,0,0,0,515.31,5.86,312.51,6.11,315.0,5.6,315.0,7.2,14.50901,46.112903,159.7607,2449.8276,"Trincomalee, Eastern Province",11.5216,84.8178
17.08,27,1019.4,0.0,0.0,0.0,0,0,0,643.47,8.09,327.72,7.9,329.93,7.41,330.95,11.16,3.9787206,44.165673,180.70723,2696.244,"Aqqan, Xinjiang Uygur Zizhiqu",36.1131,81.6685
